event:id,case:concept:name,concept:name,start_timestamp,time:timestamp,event:duration_min,org:resource,case:amount,case:region
evt_00000098,case_000026,d,2020-01-03 21:30:49.641122+00:00,2020-01-03 22:17:05.950684+00:00,46.27182603333333,res_01,1125.04,region_4
evt_00000099,case_000026,e,2020-01-03 22:19:45.719138+00:00,2020-01-03 22:56:19.764232+00:00,36.567418233333335,res_01,1125.04,region_4
evt_00000100,case_000026,f,2020-01-03 23:09:58.929253+00:00,2020-01-03 23:49:52.722984+00:00,39.89656218333334,res_08,1125.04,region_4
evt_00000101,case_000027,b,2020-01-03 21:56:42.393384+00:00,2020-01-03 22:28:39.070794+00:00,31.9446235,res_07,995.32,region_4
evt_00000102,case_000027,g,2020-01-03 22:31:35.598993+00:00,2020-01-03 22:49:53.224848+00:00,18.29376425,res_04,995.32,region_4
evt_00000103,case_000027,h,2020-01-03 23:10:24.943505+00:00,2020-01-03 23:42:28.430087+00:00,32.0581097,res_08,995.32,region_4
evt_00000104,case_000028,a,2020-01-03 22:02:15.725063+00:00,2020-01-03 22:25:22.551762+00:00,23.113778316666664,res_02,947.95,region_4
evt_00000105,case_000028,g,2020-01-03 22:31:31.771438+00:00,2020-01-03 22:41:52.033621+00:00,10.33770305,res_04,947.95,region_4
evt_00000106,case_000028,h,2020-01-03 22:48:35.390889+00:00,2020-01-03 23:09:26.539335+00:00,20.8524741,res_08,947.95,region_4
evt_00000107,case_000029,b,2020-01-03 22:46:14.600717+00:00,2020-01-03 23:02:23.865082+00:00,16.154406083333335,res_07,991.93,region_4
evt_00000108,case_000029,c,2020-01-03 23:17:46.522765+00:00,2020-01-03 23:42:01.527286+00:00,24.25007535,res_06,991.93,region_4
evt_00000109,case_000029,d,2020-01-04 00:02:10.777015+00:00,2020-01-04 00:36:27.844952+00:00,34.284465616666665,res_03,991.93,region_4
evt_00000110,case_000029,e,2020-01-04 00:55:37.721055+00:00,2020-01-04 01:16:44.347073+00:00,21.110433633333333,res_01,991.93,region_4
evt_00000111,case_000029,f,2020-01-04 01:23:34.324473+00:00,2020-01-04 02:07:32.054192+00:00,43.96216198333333,res_08,991.93,region_4
evt_00000112,case_000030,a,2020-01-04 04:31:50.417042+00:00,2020-01-04 04:50:13.329813+00:00,18.381879516666668,res_02,1001.6,region_4
evt_00000113,case_000030,g,2020-01-04 05:00:54.182054+00:00,2020-01-04 05:18:23.828083+00:00,17.494100483333334,res_07,1001.6,region_4
evt_00000114,case_000030,h,2020-01-04 05:29:30.556393+00:00,2020-01-04 05:58:58.431692+00:00,29.464588316666667,res_08,1001.6,region_4
evt_00000115,case_000031,a,2020-01-04 22:01:55.501926+00:00,2020-01-04 22:51:10.470242+00:00,49.24947193333333,res_06,943.18,region_4
evt_00000116,case_000031,c,2020-01-04 23:03:07.741295+00:00,2020-01-04 23:51:32.025148+00:00,48.40473088333333,res_08,943.18,region_4
evt_00000117,case_000031,d,2020-01-05 00:08:30.491636+00:00,2020-01-05 00:53:43.885374+00:00,45.22322896666667,res_03,943.18,region_4
evt_00000118,case_000031,e,2020-01-05 01:09:10.276608+00:00,2020-01-05 02:04:12.599664+00:00,55.038717600000005,res_01,943.18,region_4
evt_00000119,case_000031,f,2020-01-05 02:25:28.133130+00:00,2020-01-05 02:46:17.032142+00:00,20.814983533333336,res_08,943.18,region_4
evt_00000120,case_000032,a,2020-01-05 00:30:01.370567+00:00,2020-01-05 01:27:52.759253+00:00,57.8564781,res_02,1292.36,region_4
evt_00000121,case_000032,c,2020-01-05 02:00:46.149435+00:00,2020-01-05 02:21:29.672718+00:00,20.72538805,res_06,1292.36,region_4
evt_00000122,case_000032,d,2020-01-05 02:36:16.074385+00:00,2020-01-05 03:13:56.904792+00:00,37.680506783333335,res_03,1292.36,region_4
evt_00000123,case_000032,e,2020-01-05 03:33:29.755401+00:00,2020-01-05 04:06:28.444650+00:00,32.97815415,res_01,1292.36,region_4
evt_00000124,case_000032,f,2020-01-05 04:19:08.987430+00:00,2020-01-05 05:05:48.075748+00:00,46.65147196666667,res_08,1292.36,region_4
evt_00000125,case_000033,a,2020-01-05 01:44:40.108582+00:00,2020-01-05 02:25:38.284156+00:00,40.969592899999995,res_02,1412.78,region_4
evt_00000126,case_000033,g,2020-01-05 02:28:44.083713+00:00,2020-01-05 02:47:31.908017+00:00,18.797071733333333,res_04,1412.78,region_4
evt_00000127,case_000033,h,2020-01-05 03:11:55.424044+00:00,2020-01-05 03:41:45.072162+00:00,29.827468633333336,res_08,1412.78,region_4
evt_00000128,case_000034,a,2020-01-05 03:29:11.929194+00:00,2020-01-05 04:21:25.785145+00:00,52.23093251666667,res_05,1194.95,region_4
evt_00000129,case_000034,c,2020-01-05 04:26:53.775112+00:00,2020-01-05 05:01:22.036056+00:00,34.47101573333334,res_06,1194.95,region_4
evt_00000130,case_000034,d,2020-01-05 05:22:18.575330+00:00,2020-01-05 05:48:16.291549+00:00,25.96193698333333,res_03,1194.95,region_4
evt_00000131,case_000034,e,2020-01-05 05:57:51.265877+00:00,2020-01-05 06:45:04.620495+00:00,47.222576966666665,res_01,1194.95,region_4
evt_00000132,case_000034,f,2020-01-05 07:04:37.450703+00:00,2020-01-05 07:28:23.926271+00:00,23.7745928,res_05,1194.95,region_4
evt_00000133,case_000035,a,2020-01-05 05:04:09.573365+00:00,2020-01-05 05:51:30.559827+00:00,47.349774366666665,res_02,1118.94,region_4
evt_00000134,case_000035,c,2020-01-05 06:18:01.736658+00:00,2020-01-05 06:45:37.097173+00:00,27.58934191666667,res_07,1118.94,region_4
evt_00000135,case_000035,d,2020-01-05 07:01:49.009661+00:00,2020-01-05 07:44:07.611247+00:00,42.310026433333334,res_03,1118.94,region_4
evt_00000136,case_000035,e,2020-01-05 07:54:10.562353+00:00,2020-01-05 08:18:19.182548+00:00,24.143669916666667,res_01,1118.94,region_4
evt_00000137,case_000035,f,2020-01-05 08:27:13.179247+00:00,2020-01-05 09:01:15.903157+00:00,34.0453985,res_08,1118.94,region_4
evt_00000138,case_000036,a,2020-01-05 05:38:13.636021+00:00,2020-01-05 06:30:03.298562+00:00,51.82770901666667,res_02,1102.14,region_4
evt_00000139,case_000036,g,2020-01-05 06:44:19.012468+00:00,2020-01-05 06:53:29.205846+00:00,9.169889633333334,res_04,1102.14,region_4
evt_00000140,case_000036,h,2020-01-05 07:13:33.629396+00:00,2020-01-05 07:58:51.052444+00:00,45.29038413333333,res_04,1102.14,region_4
evt_00000141,case_000037,b,2020-01-05 10:22:55.506748+00:00,2020-01-05 10:51:24.342246+00:00,28.480591633333333,res_07,735.28,region_4
evt_00000142,case_000037,c,2020-01-05 11:17:53.121211+00:00,2020-01-05 11:41:42.790366+00:00,23.82781925,res_06,735.28,region_4
evt_00000143,case_000037,d,2020-01-05 11:53:52.869596+00:00,2020-01-05 12:39:45.642395+00:00,45.879546649999995,res_03,735.28,region_4
evt_00000144,case_000037,e,2020-01-05 12:51:03.759293+00:00,2020-01-05 13:27:27.347565+00:00,36.39313786666666,res_01,735.28,region_4
evt_00000145,case_000037,f,2020-01-05 13:47:45.313112+00:00,2020-01-05 14:17:20.825067+00:00,29.591865916666666,res_08,735.28,region_4
evt_00000146,case_000038,a,2020-01-05 16:24:29.891470+00:00,2020-01-05 16:47:42.059849+00:00,23.202806316666667,res_02,946.72,region_4
evt_00000147,case_000038,c,2020-01-05 17:05:46.861098+00:00,2020-01-05 17:41:39.188399+00:00,35.87212168333333,res_06,946.72,region_4
evt_00000148,case_000038,d,2020-01-05 17:54:39.211856+00:00,2020-01-05 18:49:08.307774+00:00,54.484931966666664,res_04,946.72,region_4
evt_00000149,case_000038,e,2020-01-05 19:03:21.231234+00:00,2020-01-05 19:44:20.022680+00:00,40.979857433333336,res_01,946.72,region_4
evt_00000150,case_000038,f,2020-01-05 19:50:32.625509+00:00,2020-01-05 20:36:47.071862+00:00,46.240772549999996,res_06,946.72,region_4
evt_00000151,case_000039,b,2020-01-05 23:00:45.025842+00:00,2020-01-05 23:51:32.525834+00:00,50.791666533333334,res_07,1022.67,region_4
evt_00000152,case_000039,c,2020-01-06 00:17:49.947207+00:00,2020-01-06 00:30:29.043741+00:00,12.651608900000001,res_06,1022.67,region_4
evt_00000153,case_000039,d,2020-01-06 00:48:49.472458+00:00,2020-01-06 01:22:48.761332+00:00,33.9881479,res_03,1022.67,region_4
evt_00000154,case_000039,e,2020-01-06 01:26:09.754085+00:00,2020-01-06 02:12:46.080921+00:00,46.60544726666667,res_02,1022.67,region_4
evt_00000155,case_000039,f,2020-01-06 02:16:22.393727+00:00,2020-01-06 03:02:30.439875+00:00,46.13410246666667,res_08,1022.67,region_4
evt_00000156,case_000040,b,2020-01-06 22:16:11.257766+00:00,2020-01-06 22:49:13.543038+00:00,33.038087866666665,res_07,1111.52,region_2
evt_00000157,case_000040,c,2020-01-06 23:17:51.958455+00:00,2020-01-06 23:54:53.530715+00:00,37.02620433333333,res_06,1111.52,region_2
evt_00000158,case_000040,d,2020-01-07 00:14:17.134113+00:00,2020-01-07 00:43:47.824206+00:00,29.51150155,res_03,1111.52,region_2
evt_00000159,case_000040,e,2020-01-07 00:58:59.582966+00:00,2020-01-07 01:43:46.140679+00:00,44.77596188333334,res_01,1111.52,region_2
evt_00000160,case_000040,f,2020-01-07 02:04:33.333547+00:00,2020-01-07 02:49:16.238720+00:00,44.71508621666667,res_08,1111.52,region_2
evt_00000161,case_000041,b,2020-01-07 07:29:49.076348+00:00,2020-01-07 07:51:10.760094+00:00,21.361395766666664,res_07,1498.55,region_4
evt_00000162,case_000041,c,2020-01-07 08:14:36.805861+00:00,2020-01-07 08:55:25.148299+00:00,40.8057073,res_06,1498.55,region_4
evt_00000163,case_000041,d,2020-01-07 09:10:17.690094+00:00,2020-01-07 09:51:05.587089+00:00,40.798283250000004,res_03,1498.55,region_4
evt_00000164,case_000041,e,2020-01-07 10:05:00.297566+00:00,2020-01-07 11:01:35.740952+00:00,56.5907231,res_01,1498.55,region_4
evt_00000165,case_000041,f,2020-01-07 11:10:00.745034+00:00,2020-01-07 11:48:54.601794+00:00,38.89761266666667,res_08,1498.55,region_4
evt_00000166,case_000042,b,2020-01-07 14:42:05.320921+00:00,2020-01-07 15:12:32.998194+00:00,30.461287883333334,res_07,846.9,region_4
evt_00000167,case_000042,c,2020-01-07 15:27:23.074109+00:00,2020-01-07 15:29:53.723663+00:00,2.5108259,res_06,846.9,region_4
evt_00000168,case_000042,d,2020-01-07 15:54:05.293376+00:00,2020-01-07 16:45:11.136918+00:00,51.09739236666667,res_03,846.9,region_4
evt_00000169,case_000042,e,2020-01-07 17:14:00.536812+00:00,2020-01-07 17:36:22.863972+00:00,22.372119333333334,res_01,846.9,region_4
evt_00000170,case_000042,f,2020-01-07 18:02:20.814498+00:00,2020-01-07 18:39:54.828409+00:00,37.56689851666667,res_08,846.9,region_4
evt_00000171,case_000043,b,2020-01-07 19:16:19.094609+00:00,2020-01-07 19:46:25.237803+00:00,30.102386566666667,res_07,1145.37,region_2
evt_00000172,case_000043,c,2020-01-07 19:52:11.580304+00:00,2020-01-07 20:21:04.250781+00:00,28.877841283333332,res_01,1145.37,region_2
evt_00000173,case_000043,d,2020-01-07 20:43:49.059359+00:00,2020-01-07 21:18:13.149055+00:00,34.40149493333333,res_03,1145.37,region_2
evt_00000174,case_000043,e,2020-01-07 21:32:24.490963+00:00,2020-01-07 22:06:01.207849+00:00,33.6119481,res_05,1145.37,region_2
evt_00000175,case_000043,f,2020-01-07 22:23:59.783742+00:00,2020-01-07 22:54:35.169997+00:00,30.589770916666666,res_07,1145.37,region_2
evt_00000176,case_000044,a,2020-01-07 21:52:02.016178+00:00,2020-01-07 22:42:32.757590+00:00,50.512356866666664,res_02,921.39,region_4
evt_00000177,case_000044,c,2020-01-07 22:56:48.187940+00:00,2020-01-07 23:15:47.451336+00:00,18.987723266666666,res_06,921.39,region_4
evt_00000178,case_000044,d,2020-01-07 23:28:53.969556+00:00,2020-01-07 23:57:24.417820+00:00,28.507471066666668,res_03,921.39,region_4
evt_00000179,case_000044,e,2020-01-08 00:07:16.197870+00:00,2020-01-08 00:56:54.066716+00:00,49.63114743333333,res_02,921.39,region_4
evt_00000180,case_000044,f,2020-01-08 01:14:14.061792+00:00,2020-01-08 01:37:38.357595+00:00,23.40493005,res_08,921.39,region_4
evt_00000181,case_000045,a,2020-01-07 22:03:42.959853+00:00,2020-01-07 22:55:59.781774+00:00,52.280365350000004,res_02,966.23,region_4
evt_00000182,case_000045,c,2020-01-07 23:15:14.084102+00:00,2020-01-07 23:49:47.418668+00:00,34.5555761,res_06,966.23,region_4
evt_00000183,case_000045,d,2020-01-08 00:05:55.583144+00:00,2020-01-08 00:55:52.418928+00:00,49.947263066666665,res_03,966.23,region_4
evt_00000184,case_000045,e,2020-01-08 01:12:41.116149+00:00,2020-01-08 01:55:11.131960+00:00,42.50026351666667,res_07,966.23,region_4
evt_00000185,case_000045,f,2020-01-08 02:13:18.049104+00:00,2020-01-08 02:47:50.271274+00:00,34.53703616666667,res_08,966.23,region_4
evt_00000186,case_000046,b,2020-01-08 02:15:06.672596+00:00,2020-01-08 02:34:01.711047+00:00,18.917307516666664,res_07,1394.7,region_4
evt_00000187,case_000046,g,2020-01-08 02:43:51.712163+00:00,2020-01-08 02:53:55.856594+00:00,10.06907385,res_02,1394.7,region_4
